longitude,latitude,significance,magnitudo,year,month,day,hour
-117.836,36.105,24.0,1.25,1990,1,10,3
-118.8893333,37.6281667,21.0,1.16,1990,1,10,3
-118.892,37.626,21.0,1.17,1990,1,10,4
-118.8886667,37.6266667,40.0,1.61,1990,1,10,4
-118.8728333,37.6328333,2.0,0.4,1990,1,10,4
-122.789,38.81,46.0,1.73,1990,1,10,4
-118.488,32.228,133.0,2.94,1990,1,10,5
-14.105,-32.142,298.0,4.4,1990,1,10,5
-155.2375,19.446,35.0,1.5,1990,1,10,5
-121.3393333,36.7051667,8.0,0.73,1990,1,10,5
27.13,36.078,312.0,4.5,1990,1,10,5
-118.8688333,37.5648333,9.0,0.76,1990,1,10,5
-117.84,36.107,23.0,1.22,1990,1,10,6
94.552,22.466,354.0,4.8,1990,1,10,6
-118.8646667,37.582,6.0,0.6,1990,1,10,6
-122.803,38.8373333,14.0,0.96,1990,1,10,6
27.293,36.189,222.0,3.8,1990,1,10,6
94.682,24.516,416.0,5.2,1990,1,10,6
-121.2748333,36.8236667,23.0,1.23,1990,1,10,6
-122.7906667,38.828,12.0,0.88,1990,1,10,7
-172.612,-13.139,354.0,4.8,1990,1,10,7
28.297,39.279,211.0,3.7,1990,1,10,7
-122.8205,38.8503333,34.0,1.48,1990,1,10,7
-155.1825,19.32,71.0,2.15,1990,1,10,8
-152.2165,59.8737,44.0,1.7,1990,1,10,8
-118.8903333,37.5915,8.0,0.7,1990,1,10,8
-121.6496667,36.9258333,23.0,1.21,1990,1,10,9
-110.548,44.32,43.0,1.67,1990,1,10,9
-118.4883333,37.443,13.0,0.91,1990,1,10,9
-149.0395,65.0265,26.0,1.3,1990,1,10,9
-121.7773333,37.4568333,60.0,1.97,1990,1,10,9
27.235,36.092,178.0,3.4,1990,1,10,9
-121.4855,37.0278333,22.0,1.19,1990,1,10,9
-151.9013,59.9492,62.0,2.0,1990,1,10,9
28.218,39.28,211.0,3.7,1990,1,10,10
13.514,-52.192,449.0,5.4,1990,1,10,10
-118.8841667,37.6328333,4.0,0.53,1990,1,10,10
-175.337,-24.616,385.0,5.0,1990,1,10,10
-148.9863,65.0952,26.0,1.3,1990,1,10,10
-116.476,33.455,9.0,0.78,1990,1,10,10
-121.3145,36.7265,17.0,1.05,1990,1,10,10
47.153,33.127,298.0,4.4,1990,1,10,11
-148.4102,64.4145,35.0,1.5,1990,1,10,11
95.143,11.654,536.0,5.9,1990,1,10,11
-116.38,33.347,10.0,0.82,1990,1,10,12
-150.9057,60.4908,35.0,1.5,1990,1,10,12
7.474,44.154,89.0,2.4,1990,1,10,12
-116.751,33.895,98.0,2.53,1990,1,10,12
-155.2526667,19.4161667,89.0,2.41,1990,1,10,12
-122.7511667,38.7755,21.0,1.16,1990,1,10,12
-156.7637,57.2223,178.0,3.4,1990,1,10,12
-118.8786667,37.6306667,7.0,0.67,1990,1,10,12
-121.6561667,36.9111667,31.0,1.42,1990,1,10,13
27.378,36.039,222.0,3.8,1990,1,10,13
-169.236,52.117,465.0,5.5,1990,1,10,13
-74.835,-16.838,354.0,4.8,1990,1,10,13
-119.0518333,37.6193333,11.0,0.85,1990,1,10,13
-155.275,19.4068333,48.0,1.76,1990,1,10,13
-152.9038,60.0595,89.0,2.4,1990,1,10,13
-122.7975,38.8156667,12.0,0.89,1990,1,10,14
7.282,44.532,138.0,3.0,1990,1,10,14
-117.704,36.024,19.0,1.12,1990,1,10,15
-121.4075,36.7033333,12.0,0.88,1990,1,10,15
-122.1243333,46.6736667,8.0,0.7,1990,1,10,15
-121.7878333,37.0391667,89.0,2.41,1990,1,10,16
123.819,-10.073,465.0,5.5,1990,1,10,16
-123.6616667,39.6713333,50.0,1.8,1990,1,10,16
-123.0015,38.7348333,21.0,1.18,1990,1,10,16
-122.829,38.8145,63.0,2.03,1990,1,10,16
-122.8303333,38.8156667,19.0,1.11,1990,1,10,16
-118.991,37.605,6.0,0.65,1990,1,10,16
-122.8343333,38.8151667,12.0,0.9,1990,1,10,16
-118.8756667,37.6241667,12.0,0.87,1990,1,10,17
-122.803,38.8013333,20.0,1.14,1990,1,10,17
16.002,51.116,211.0,3.7,1990,1,10,17
-118.8766667,37.6235,8.0,0.7,1990,1,10,17
-118.8676667,37.629,4.0,0.5,1990,1,10,17
-122.7956667,38.8003333,10.0,0.8,1990,1,10,17
-116.099,33.258,9.0,0.78,1990,1,10,18
124.203,-10.439,385.0,5.0,1990,1,10,18
-122.0063333,37.2918333,23.0,1.21,1990,1,10,19
-121.7043333,36.9711667,7.0,0.66,1990,1,10,19
-121.4081667,36.706,6.0,0.64,1990,1,10,19
-116.465,34.389,58.0,1.94,1990,1,10,19
-118.4813333,37.605,3.0,0.46,1990,1,10,19
-152.8597,59.7517,68.0,2.1,1990,1,10,19
-122.8341667,38.8223333,10.0,0.8,1990,1,10,19
-155.269,19.4078333,50.0,1.81,1990,1,10,19
-120.9096667,38.6208333,27.0,1.32,1990,1,10,19
-122.1005,37.3258333,54.0,1.87,1990,1,10,20
-151.1697,62.5313,56.0,1.9,1990,1,10,20
-114.159,44.489,211.0,3.7,1990,1,10,21
-121.1498333,36.5556667,50.0,1.81,1990,1,10,21
-118.855,37.6696667,6.0,0.64,1990,1,10,21
-121.981,37.1408333,82.0,2.31,1990,1,10,21
-121.9693333,37.131,29.0,1.37,1990,1,10,22
-121.1491667,36.5555,25.0,1.28,1990,1,10,22
-122.0086667,37.2923333,19.0,1.11,1990,1,10,22
-150.2953,60.964,188.0,3.5,1990,1,10,22
-121.3316667,36.905,1.0,0.27,1990,1,10,22
-122.4095,38.8413333,102.0,2.57,1990,1,10,22
-149.2198,65.0995,44.0,1.7,1990,1,10,23
86.663,26.559,340.0,4.7,1990,1,10,23
-121.187,36.5846667,70.0,2.14,1990,1,10,23
-121.9138333,37.1696667,17.0,1.06,1990,1,10,23
-149.759,62.1133,68.0,2.1,1990,1,10,23
27.225,36.132,158.0,3.2,1990,1,10,23
-122.4748333,46.3318333,30.0,1.4,1990,1,10,23
-146.7753,60.3227,89.0,2.4,1990,1,10,23
-117.453,34.232,54.0,1.88,1990,1,11,0
-118.542,35.316,8.0,0.7,1990,1,11,0
-118.379,37.474,14.0,0.96,1990,1,11,0
-121.044,36.5891667,47.0,1.74,1990,1,11,0
-155.2545,19.4078333,66.0,2.07,1990,1,11,0
-118.215,35.225,247.0,4.01,1990,1,11,1
-155.266,19.4176667,41.0,1.63,1990,1,11,1
-118.216,35.225,53.0,1.85,1990,1,11,1
-118.213,35.221,67.0,2.09,1990,1,11,1
-122.7416667,38.7995,6.0,0.64,1990,1,11,1
27.183,36.138,188.0,3.5,1990,1,11,1
-147.2235,64.7485,8.0,0.7,1990,1,11,2
-121.6613333,37.5533333,19.0,1.11,1990,1,11,2
125.263,25.766,298.0,4.4,1990,1,11,2
-122.9165,38.7921667,18.0,1.07,1990,1,11,2
-121.9073333,37.534,8.0,0.74,1990,1,11,2
27.214,36.121,188.0,3.5,1990,1,11,2
-123.2668333,39.4006667,90.0,2.42,1990,1,11,3
-150.8405,60.3497,44.0,1.7,1990,1,11,3
-117.553,34.161,53.0,1.85,1990,1,11,3
-118.4801667,37.5535,8.0,0.73,1990,1,11,4
-155.2006667,19.3265,20.0,1.15,1990,1,11,4
-178.953,-17.429,385.0,5.0,1990,1,11,4
-118.221,35.231,6.0,0.6,1990,1,11,4
-118.414,35.701,50.0,1.81,1990,1,11,4
-118.226,35.223,38.0,1.57,1990,1,11,4
-119.111,35.068,58.0,1.95,1990,1,11,4
-122.137,37.1665,13.0,0.92,1990,1,11,4
-121.104,36.6418333,20.0,1.15,1990,1,11,5
14.853,45.193,138.0,3.0,1990,1,11,5
27.576,36.407,158.0,3.2,1990,1,11,5
-121.694,36.9888333,8.0,0.74,1990,1,11,5
-121.1188333,36.627,11.0,0.84,1990,1,11,6
-115.804,32.568,29.0,1.38,1990,1,11,6
-122.0943333,37.3066667,10.0,0.79,1990,1,11,6
-174.076,-25.896,385.0,5.0,1990,1,11,6
-122.7875,38.8305,34.0,1.48,1990,1,11,6
-169.83,52.797,298.0,4.4,1990,1,11,7
-118.352,35.988,62.0,2.0,1990,1,11,7
-122.7755,38.8,12.0,0.88,1990,1,11,7
-116.458,34.393,47.0,1.74,1990,1,11,7
-118.209,35.225,79.0,2.27,1990,1,11,7
-123.269,39.4016667,138.0,3.0,1990,1,11,8
-122.8035,38.789,79.0,2.27,1990,1,11,8
-122.8038333,38.7891667,31.0,1.41,1990,1,11,9
-155.2125,19.6885,60.0,1.98,1990,1,11,9
-121.6981667,36.9833333,33.0,1.47,1990,1,11,9
-150.4453,61.7185,104.0,2.6,1990,1,11,9
-155.2726667,19.3993333,64.0,2.04,1990,1,11,9
-121.4811667,37.2283333,15.0,0.98,1990,1,11,9
-151.2787,61.8957,62.0,2.0,1990,1,11,10
-118.8421667,37.5591667,38.0,1.57,1990,1,11,10
-118.216,35.207,19.0,1.1,1990,1,11,10
-115.816,32.99,31.0,1.43,1990,1,11,10
-121.7908333,37.0286667,14.0,0.95,1990,1,11,10
-116.541,33.858,14.0,0.95,1990,1,11,10
135.951,35.066,354.0,4.8,1990,1,11,11
95.364,25.047,340.0,4.7,1990,1,11,11
-118.063,36.161,116.0,2.75,1990,1,11,11
-122.7545,38.7933333,12.0,0.87,1990,1,11,11
-121.0423333,36.5883333,12.0,0.88,1990,1,11,12
-155.1893333,19.3125,57.0,1.92,1990,1,11,12
-111.7333333,41.577,41.0,1.64,1990,1,11,12
-89.55,36.46,68.0,2.1,1990,1,11,12
-89.664,36.491,35.0,1.5,1990,1,11,12
-122.8053333,38.8015,23.0,1.21,1990,1,11,12
-121.6693333,36.9803333,7.0,0.68,1990,1,11,12
-121.6723333,37.5535,10.0,0.81,1990,1,11,13
-120.3006667,35.7443333,8.0,0.73,1990,1,11,13
-85.833,16.759,326.0,4.6,1990,1,11,13
-118.213,35.222,71.0,2.15,1990,1,11,13
12.085,43.855,158.0,3.2,1990,1,11,13
-118.8628333,37.6278333,4.0,0.51,1990,1,11,13
-121.6036667,37.1316667,13.0,0.91,1990,1,11,13
-152.5035,60.1413,138.0,3.0,1990,1,11,14
-121.3728333,36.7875,19.0,1.11,1990,1,11,14
-155.3393333,19.3831667,40.0,1.62,1990,1,11,14
-122.7828333,38.8498333,3.0,0.47,1990,1,11,14
-117.767,36.096,35.0,1.5,1990,1,11,15
-122.7908333,38.8555,24.0,1.24,1990,1,11,15
-155.497,19.3675,53.0,1.85,1990,1,11,15
-69.131,-23.563,340.0,4.7,1990,1,11,16
-148.9215,64.9647,26.0,1.3,1990,1,11,16
24.42,39.97,112.0,2.7,1990,1,11,16
20.697,37.606,178.0,3.4,1990,1,11,17
-121.372,36.7865,58.0,1.94,1990,1,11,17
-152.1598,53.6983,326.0,4.6,1990,1,11,18
-152.719,56.484,326.0,4.6,1990,1,11,18
-121.7218333,36.9663333,20.0,1.15,1990,1,11,18
-121.3048333,36.6956667,8.0,0.72,1990,1,11,18
16.343,51.674,222.0,3.8,1990,1,11,18
78.243,-40.788,416.0,5.2,1990,1,11,19
-115.0,33.06,54.0,1.88,1990,1,11,19
26.469,36.523,246.0,4.0,1990,1,11,19
16.776,51.804,199.0,3.6,1990,1,11,20
-121.3175,36.7263333,15.0,1.0,1990,1,11,20
150.982,-5.166,400.0,5.1,1990,1,11,20
27.169,36.138,246.0,4.0,1990,1,11,20
-117.794,36.041,31.0,1.41,1990,1,11,20
-122.7745,38.8281667,13.0,0.92,1990,1,11,20
-117.974,36.453,39.0,1.6,1990,1,11,20
-121.3215,36.7305,16.0,1.02,1990,1,11,21
-152.7617,60.4957,0.0,0.0,1990,1,11,21
80.757,35.786,432.0,5.3,1990,1,11,21
102.429,-5.006,354.0,4.8,1990,1,11,21
-121.8746667,48.3178333,35.0,1.5,1990,1,11,21
-155.4725,19.4501667,61.0,1.99,1990,1,11,21
-118.5631667,37.4793333,121.0,2.81,1990,1,11,21
-118.4616667,37.5876667,20.0,1.14,1990,1,11,22
-36.544,57.328,312.0,4.5,1990,1,11,22
-117.68,35.03,66.0,2.07,1990,1,11,22
-118.219,35.225,215.0,3.74,1990,1,11,23
-118.227,35.218,65.0,2.05,1990,1,11,23
-118.345,37.8151667,28.0,1.36,1990,1,11,23
-118.217,35.225,48.0,1.77,1990,1,11,23
-153.6095,59.6122,89.0,2.4,1990,1,11,23
-118.216,35.225,124.0,2.84,1990,1,11,23
-121.1511667,36.5648333,45.0,1.71,1990,1,11,23
-121.9331667,37.0221667,40.0,1.61,1990,1,11,23
-155.1118333,19.3523333,62.0,2.01,1990,1,11,23
-115.668,33.782,75.0,2.21,1990,1,11,23
-115.672,33.777,44.0,1.7,1990,1,12,0
-122.31,47.7745,30.0,1.4,1990,1,12,0
-151.7522,61.2923,4.0,0.5,1990,1,12,0
-122.4625,46.3258333,50.0,1.8,1990,1,12,0
-152.2503,61.3117,2.0,0.4,1990,1,12,0
-121.6283333,36.9805,57.0,1.92,1990,1,12,0
-116.834,33.719,72.0,2.17,1990,1,12,1
-155.1778333,19.3258333,95.0,2.48,1990,1,12,1
-121.9268333,37.015,27.0,1.32,1990,1,12,1
-118.868,37.6388333,6.0,0.61,1990,1,12,1
-118.9393333,37.6545,11.0,0.83,1990,1,12,1
-121.3343333,36.6985,43.0,1.67,1990,1,12,2
-122.1866667,46.1996667,2.0,0.4,1990,1,12,2
-118.8768333,37.6358333,11.0,0.84,1990,1,12,3
-151.9357,60.5697,62.0,2.0,1990,1,12,3
-155.259,19.4185,77.0,2.24,1990,1,12,3
-118.4965,37.5738333,19.0,1.12,1990,1,12,3
-87.489,12.672,482.0,5.6,1990,1,12,3
-115.667,33.775,71.0,2.15,1990,1,12,3
-121.0223333,36.4435,63.0,2.02,1990,1,12,3
-115.618,33.796,58.0,1.94,1990,1,12,3
-118.225,35.221,87.0,2.38,1990,1,12,3
-153.528,60.0652,68.0,2.1,1990,1,12,4
-149.062,65.0417,35.0,1.5,1990,1,12,4
-121.0303333,36.4461667,18.0,1.08,1990,1,12,4
-118.226,35.223,41.0,1.63,1990,1,12,4
-122.1211667,46.6496667,39.0,1.6,1990,1,12,4
-121.3538333,36.9091667,5.0,0.55,1990,1,12,4
-118.878,37.6778333,4.0,0.49,1990,1,12,4
-118.879,37.6741667,6.0,0.61,1990,1,12,4
-0.667,43.065,15.0,1.0,1990,1,12,4
-3.891,37.067,158.0,3.2,1990,1,12,5
-121.9541667,37.1875,17.0,1.05,1990,1,12,5
-122.8135,38.832,42.0,1.65,1990,1,12,5
-122.8126667,38.835,33.0,1.47,1990,1,12,5
-122.8103333,38.8356667,23.0,1.22,1990,1,12,5
-121.4218333,36.7636667,21.0,1.16,1990,1,12,6
15.423,44.388,104.0,2.6,1990,1,12,6
-155.0585,19.3796667,36.0,1.52,1990,1,12,6
-116.655,34.944,65.0,2.05,1990,1,12,6
-118.21,35.226,56.0,1.91,1990,1,12,6
-121.7915,37.0043333,17.0,1.05,1990,1,12,6
-155.2126667,19.3371667,29.0,1.38,1990,1,12,6
-121.8323333,37.1116667,29.0,1.37,1990,1,12,6
2.241,79.068,340.0,4.7,1990,1,12,6
26.228,35.267,222.0,3.8,1990,1,12,7
-122.1988333,46.2048333,6.0,0.6,1990,1,12,7
-121.6673333,36.9251667,36.0,1.54,1990,1,12,7
-117.787,35.999,19.0,1.12,1990,1,12,8
-118.219,35.233,48.0,1.77,1990,1,12,8
-121.8323333,37.1131667,38.0,1.58,1990,1,12,8
27.229,36.132,222.0,3.8,1990,1,12,8
-122.126,37.3656667,21.0,1.16,1990,1,12,8
-121.7225,36.9678333,21.0,1.18,1990,1,12,8
27.063,36.164,222.0,3.8,1990,1,12,8
-122.185,46.201,15.0,1.0,1990,1,12,8
-121.7406667,36.9815,16.0,1.03,1990,1,12,9
-121.6665,36.928,13.0,0.92,1990,1,12,9
-118.8016667,37.6098333,21.0,1.18,1990,1,12,9
-116.262,33.37,9.0,0.77,1990,1,12,9
126.617,8.393,326.0,4.6,1990,1,12,9
-120.7856667,36.4231667,284.0,4.3,1990,1,12,9
-120.7805,36.426,42.0,1.66,1990,1,12,9
-120.8008333,36.4176667,42.0,1.66,1990,1,12,9
-120.7793333,36.428,51.0,1.82,1990,1,12,9
-118.309,35.825,65.0,2.05,1990,1,12,9
-120.7935,36.4436667,41.0,1.64,1990,1,12,9
-120.7876667,36.4076667,43.0,1.67,1990,1,12,9
-148.1907,65.029,12.0,0.9,1990,1,12,10
-122.8051667,38.8183333,5.0,0.58,1990,1,12,10
-122.0878333,37.3043333,5.0,0.57,1990,1,12,10
6.011,50.465,68.0,2.1,1990,1,12,10
-122.1538333,36.8951667,44.0,1.7,1990,1,12,10
22.939,39.63,104.0,2.6,1990,1,12,10
-122.7765,38.818,56.0,1.9,1990,1,12,10
-118.9438333,37.6436667,7.0,0.67,1990,1,12,10
27.241,36.04,199.0,3.6,1990,1,12,10
-155.2606667,19.4055,58.0,1.94,1990,1,12,10
-169.76,52.952,354.0,4.8,1990,1,12,11
-116.412,33.491,10.0,0.79,1990,1,12,11
-151.7788,61.1792,26.0,1.3,1990,1,12,12
-118.422,37.4901667,4.0,0.52,1990,1,12,12
-115.009,32.291,48.0,1.76,1990,1,12,12
-122.78,38.8198333,42.0,1.65,1990,1,12,13
-72.637,8.486,298.0,4.4,1990,1,12,13
-155.6698333,19.196,23.0,1.23,1990,1,12,13
-120.685,36.8326667,70.0,2.14,1990,1,12,13
-155.193,19.4555,50.0,1.81,1990,1,12,14
-122.8003333,38.7955,72.0,2.16,1990,1,12,14
-122.8003333,38.7946667,2.0,0.4,1990,1,12,14
-119.0251667,37.6468333,26.0,1.29,1990,1,12,14
-119.0236667,37.6476667,26.0,1.3,1990,1,12,14
-121.7681667,36.992,47.0,1.75,1990,1,12,14
-120.8103333,36.4241667,35.0,1.51,1990,1,12,14
-121.0873333,36.6078333,9.0,0.78,1990,1,12,14
-119.0233333,37.648,4.0,0.53,1990,1,12,14
-119.0233333,37.6486667,6.0,0.65,1990,1,12,14
-119.5438333,46.3295,89.0,2.4,1990,1,12,15
-119.024,37.6505,7.0,0.68,1990,1,12,15
-119.0253333,37.6415,4.0,0.49,1990,1,12,15
-119.0281667,37.6433333,3.0,0.47,1990,1,12,15
126.508,4.979,500.0,5.7,1990,1,12,15
-91.265,36.153,44.0,1.7,1990,1,12,15
-152.2112,59.6202,74.0,2.2,1990,1,12,15
-120.6716667,36.8475,49.0,1.78,1990,1,12,15
27.307,36.069,199.0,3.6,1990,1,12,16
8.713,43.84,62.0,2.0,1990,1,12,16
-116.717,33.693,50.0,1.8,1990,1,12,16
-118.8093333,37.4801667,18.0,1.08,1990,1,12,16
-117.3,34.62,72.0,2.16,1990,1,12,16
-118.322,33.489,123.0,2.83,1990,1,12,16
-120.7816667,36.4235,48.0,1.77,1990,1,12,16
-118.55,35.397,52.0,1.84,1990,1,12,17
-120.847,36.4428333,37.0,1.56,1990,1,12,17
-151.0693,61.618,26.0,1.3,1990,1,12,17
-120.4338333,37.9406667,38.0,1.58,1990,1,12,17
-121.7738333,37.4593333,14.0,0.97,1990,1,12,17
-121.3516667,36.713,51.0,1.82,1990,1,12,17
-122.0721667,47.104,26.0,1.3,1990,1,12,18
-117.3,34.62,41.0,1.64,1990,1,12,18
-122.6823333,47.5871667,12.0,0.9,1990,1,12,18
-121.925,37.021,36.0,1.53,1990,1,12,18
-122.7858333,38.8223333,10.0,0.82,1990,1,12,18
-69.916,-22.228,385.0,5.0,1990,1,12,18
-121.2561667,36.6418333,21.0,1.17,1990,1,12,18
-179.707,-32.386,385.0,5.0,1990,1,12,18
-122.102,37.3255,67.0,2.08,1990,1,12,19
-121.1501667,36.5553333,63.0,2.03,1990,1,12,19
-155.2625,19.4201667,72.0,2.16,1990,1,12,19
-153.2677,59.9078,62.0,2.0,1990,1,12,19
-120.4041667,36.2848333,138.0,3.0,1990,1,12,19
-121.4236667,36.9383333,19.0,1.1,1990,1,12,19
-120.3853333,36.2681667,54.0,1.87,1990,1,12,20
-121.045,36.4665,16.0,1.03,1990,1,12,20
-121.0923333,36.5081667,29.0,1.38,1990,1,12,20
-152.7305,60.5073,0.0,-0.7,1990,1,12,20
-118.302,33.457,77.0,2.24,1990,1,12,20
-121.8478333,37.1053333,53.0,1.85,1990,1,12,21
-155.209,18.8671667,98.0,2.53,1990,1,12,21
-155.1196667,19.3336667,64.0,2.04,1990,1,12,21
-116.675,33.979,82.0,2.31,1990,1,12,21
-131.424,53.896,432.0,5.3,1990,1,12,22
-117.68,35.03,48.0,1.76,1990,1,12,22
-122.0321667,37.2295,30.0,1.39,1990,1,12,22
-131.4,53.831,271.0,4.2,1990,1,12,22
-122.4221667,38.818,110.0,2.68,1990,1,12,23
-115.664,33.781,70.0,2.14,1990,1,12,23
-148.9203,64.9575,312.0,4.5,1990,1,12,23
-169.284,52.329,312.0,4.5,1990,1,12,23
-117.133,34.248,52.0,1.83,1990,1,12,23
-121.8191667,47.5891667,15.0,1.0,1990,1,12,23
-116.433,33.514,8.0,0.72,1990,1,12,23
-112.0568333,37.948,92.0,2.44,1990,1,13,0
15.271,44.268,129.0,2.9,1990,1,13,0
-122.7751667,38.7841667,26.0,1.29,1990,1,13,0
-121.6811667,36.9441667,35.0,1.5,1990,1,13,0
-117.999,36.401,76.0,2.22,1990,1,13,0
-146.8038,61.1482,22.0,1.2,1990,1,13,0
-116.011,33.246,61.0,1.99,1990,1,13,0
-118.216,35.256,8.0,0.7,1990,1,13,0
-121.9731667,37.135,26.0,1.31,1990,1,13,1
-176.882,-17.388,298.0,4.4,1990,1,13,1
10.244,43.642,96.0,2.5,1990,1,13,1
-150.5773,63.2077,50.0,1.8,1990,1,13,1
-89.329,35.782,44.0,1.7,1990,1,13,1
-99.509,16.826,432.0,5.3,1990,1,13,2
-119.107,35.073,45.0,1.71,1990,1,13,2
-152.274,59.6317,56.0,1.9,1990,1,13,3
-121.322,36.7295,8.0,0.73,1990,1,13,3
-122.0471667,37.2481667,18.0,1.07,1990,1,13,3
125.038,12.661,416.0,5.2,1990,1,13,3
26.494,38.854,148.0,3.1,1990,1,13,3
-121.8491667,37.5465,7.0,0.67,1990,1,13,3
-116.571,33.985,31.0,1.41,1990,1,13,3
-119.0263333,37.6485,12.0,0.9,1990,1,13,3
5.909,64.768,158.0,3.2,1990,1,13,3
7.278,44.54,44.0,1.7,1990,1,13,4
-117.792,36.035,17.0,1.06,1990,1,13,4
-119.0248333,37.6475,8.0,0.71,1990,1,13,4
-116.464,34.389,114.0,2.72,1990,1,13,4
-122.5486667,40.1778333,188.0,3.5,1990,1,13,4
-152.2482,61.3085,1.0,0.3,1990,1,13,4
-121.2183333,36.6016667,23.0,1.21,1990,1,13,4
-121.033,36.459,40.0,1.61,1990,1,13,4
27.188,36.107,326.0,4.6,1990,1,13,5
27.188,35.981,234.0,3.9,1990,1,13,5
-117.151,34.342,63.0,2.03,1990,1,13,5
-155.3071667,19.379,74.0,2.19,1990,1,13,5
-152.8508,60.5635,0.0,-0.2,1990,1,13,5
-151.1982,60.3322,26.0,1.3,1990,1,13,5
-114.44,30.222,326.0,4.6,1990,1,13,5
-151.1862,62.3288,104.0,2.6,1990,1,13,5
-121.7601667,36.994,13.0,0.92,1990,1,13,6
-110.373,44.597,28.0,1.35,1990,1,13,6
-122.8348333,38.8191667,43.0,1.68,1990,1,13,6
-4.854,36.912,112.0,2.7,1990,1,13,6
-122.777,38.4743333,72.0,2.16,1990,1,13,6
-122.7518333,38.7903333,77.0,2.23,1990,1,13,6
-149.9763,61.8242,35.0,1.5,1990,1,13,6
26.428,45.667,246.0,4.0,1990,1,13,6
-120.573,36.0113333,49.0,1.79,1990,1,13,7
-110.5168333,38.7255,91.0,2.43,1990,1,13,7
27.174,36.115,222.0,3.8,1990,1,13,7
-149.307,64.6267,44.0,1.7,1990,1,13,7
-116.61,34.78,62.0,2.01,1990,1,13,7
-151.1285,62.3138,68.0,2.1,1990,1,13,7
27.17,36.131,246.0,4.0,1990,1,13,7
-122.7756667,38.818,23.0,1.21,1990,1,13,8
27.239,36.105,158.0,3.2,1990,1,13,8
-121.3161667,36.6868333,21.0,1.17,1990,1,13,8
-147.3432,64.8412,10.0,0.8,1990,1,13,8
-155.3248333,19.2038333,88.0,2.39,1990,1,13,8
27.157,36.039,168.0,3.3,1990,1,13,8
-150.8933,59.57,68.0,2.1,1990,1,13,8
-155.2778333,19.4145,46.0,1.73,1990,1,13,8
-121.7386667,36.989,13.0,0.91,1990,1,13,8
-155.323,19.4091667,49.0,1.78,1990,1,13,9
-118.22,35.226,97.0,2.51,1990,1,13,9
-116.486,33.467,53.0,1.86,1990,1,13,9
-122.06,37.1963333,12.0,0.88,1990,1,13,9
-121.2546667,36.6418333,82.0,2.31,1990,1,13,9
8.972,44.934,89.0,2.4,1990,1,13,9
27.187,36.149,246.0,4.0,1990,1,13,10
-122.819,38.8158333,67.0,2.09,1990,1,13,10
-122.8201667,38.8181667,13.0,0.92,1990,1,13,10
27.165,36.081,312.0,4.5,1990,1,13,10
-122.7813333,38.8048333,12.0,0.88,1990,1,13,10
-122.8245,38.8185,20.0,1.13,1990,1,13,10
-121.6733333,36.938,8.0,0.72,1990,1,13,10
27.244,36.064,222.0,3.8,1990,1,13,10
-121.5835,36.8476667,43.0,1.67,1990,1,13,10
147.215,15.781,385.0,5.0,1990,1,13,11
-119.753,39.346,121.0,2.8,1990,1,13,11
-155.2841667,19.4066667,68.0,2.1,1990,1,13,11
27.2,36.072,188.0,3.5,1990,1,13,11
-155.4538333,19.311,53.0,1.86,1990,1,13,11
27.193,36.104,178.0,3.4,1990,1,13,11
27.145,36.08,222.0,3.8,1990,1,13,11
-122.7786667,38.81,15.0,0.99,1990,1,13,12
-121.5285,36.8116667,1.0,0.27,1990,1,13,12
-121.9461667,37.1405,14.0,0.95,1990,1,13,12
-122.8308333,38.8398333,13.0,0.91,1990,1,13,12
-121.9271667,37.0191667,28.0,1.36,1990,1,13,12
-122.8226667,38.8731667,18.0,1.09,1990,1,13,12
-110.4146667,44.684,33.0,1.46,1990,1,13,12
27.123,36.165,246.0,4.0,1990,1,13,12
-118.9196667,37.6508333,4.0,0.48,1990,1,13,13
-121.7501667,46.8921667,35.0,1.5,1990,1,13,13
-122.8376667,38.8186667,11.0,0.85,1990,1,13,13
18.197,45.143,112.0,2.7,1990,1,13,13
-121.6203333,36.8928333,8.0,0.7,1990,1,13,13
-118.9198333,37.6513333,4.0,0.48,1990,1,13,14
27.121,36.095,246.0,4.0,1990,1,13,14
170.399,-22.082,369.0,4.9,1990,1,13,14
-119.0425,37.6241667,4.0,0.51,1990,1,13,14
125.128,4.646,385.0,5.0,1990,1,13,15
-123.264,39.4018333,80.0,2.28,1990,1,13,15
-111.1568333,44.7225,40.0,1.62,1990,1,13,15
-150.4492,63.1937,81.0,2.3,1990,1,13,15
-118.561,37.444,8.0,0.7,1990,1,13,16
-110.3975,44.6923333,70.0,2.13,1990,1,13,16
-121.7836667,37.0068333,10.0,0.81,1990,1,13,16
-118.218,35.226,57.0,1.93,1990,1,13,16
-123.2661667,39.4006667,43.0,1.68,1990,1,13,16
-151.3735,60.2602,50.0,1.8,1990,1,13,16
-119.0433333,37.6338333,4.0,0.51,1990,1,13,16
-118.8406667,37.6293333,20.0,1.15,1990,1,13,16
-175.963,-18.262,416.0,5.2,1990,1,13,17
-118.9336667,37.645,10.0,0.8,1990,1,13,17
-149.1887,65.0818,44.0,1.7,1990,1,13,17
170.169,-21.967,340.0,4.7,1990,1,13,17
-122.7893333,38.8281667,16.0,1.02,1990,1,13,17
-118.8141667,37.5916667,31.0,1.42,1990,1,13,17
-119.576,34.247,89.0,2.4,1990,1,13,17
-116.038,33.238,20.0,1.15,1990,1,13,17
