longitude,latitude,significance,magnitudo,year,month,day,hour
-149.6692,61.7302,96.0,2.5,1990,1,1,0
-155.2123333,19.3176667,31.0,1.41,1990,1,1,0
-122.8061667,38.821,19.0,1.11,1990,1,1,0
-118.8463333,37.6643333,15.0,0.98,1990,1,1,0
-118.934,34.546,134.0,2.95,1990,1,1,1
-118.923,34.543,118.0,2.77,1990,1,1,1
-119.04,37.6326667,20.0,1.13,1990,1,1,1
-118.8341667,37.6615,11.0,0.83,1990,1,1,1
-118.8401667,37.6623333,39.0,1.59,1990,1,1,1
-122.0711667,47.1025,74.0,2.2,1990,1,1,1
-119.0408333,37.6321667,64.0,2.04,1990,1,1,1
-120.595,47.5093333,26.0,1.3,1990,1,1,1
-122.796,38.819,12.0,0.89,1990,1,1,1
-121.5148333,36.9313333,21.0,1.16,1990,1,1,1
-118.937,34.545,46.0,1.73,1990,1,1,1
-121.732,36.9903333,35.0,1.51,1990,1,1,2
-122.7931667,38.8278333,14.0,0.96,1990,1,1,2
-121.5103333,36.9335,23.0,1.22,1990,1,1,2
-121.7585,37.7988333,49.0,1.78,1990,1,1,2
26.969,36.323,168.0,3.3,1990,1,1,2
-122.8051667,38.8335,9.0,0.75,1990,1,1,2
7.312,44.384,39.0,1.6,1990,1,1,3
-122.8056667,38.7998333,97.0,2.51,1990,1,1,3
-122.805,38.8023333,22.0,1.2,1990,1,1,3
-121.7646667,36.9858333,6.0,0.65,1990,1,1,3
-122.8038333,38.7986667,12.0,0.89,1990,1,1,3
-121.6743333,36.9335,6.0,0.62,1990,1,1,4
-115.991,33.774,47.0,1.74,1990,1,1,4
-121.4151667,36.882,86.0,2.37,1990,1,1,4
-116.022,33.735,63.0,2.03,1990,1,1,4
-121.7471667,36.9498333,1.0,0.31,1990,1,1,4
-147.78,64.9185,10.0,0.8,1990,1,1,4
-118.8398333,37.6623333,10.0,0.81,1990,1,1,4
-156.0226667,20.8378333,94.0,2.47,1990,1,1,4
-155.2615,19.4156667,50.0,1.81,1990,1,1,4
-121.743,36.9835,14.0,0.95,1990,1,1,4
-150.4977,59.6275,68.0,2.1,1990,1,1,5
-147.0002,60.4858,62.0,2.0,1990,1,1,5
-150.9963,62.5218,62.0,2.0,1990,1,1,5
-120.093,34.413,73.0,2.18,1990,1,1,5
-116.313,33.305,7.0,0.67,1990,1,1,5
-155.1956667,19.3333333,80.0,2.28,1990,1,1,5
-119.0296667,37.6265,14.0,0.95,1990,1,1,5
-119.0275,37.6306667,5.0,0.59,1990,1,1,5
-119.0295,37.6285,11.0,0.83,1990,1,1,5
-118.4736667,37.4301667,20.0,1.14,1990,1,1,6
-118.844,37.6681667,58.0,1.94,1990,1,1,6
-118.8445,37.663,14.0,0.97,1990,1,1,6
19.431,41.714,168.0,3.3,1990,1,1,6
-117.874,35.365,43.0,1.68,1990,1,1,6
-119.0515,37.6263333,4.0,0.52,1990,1,1,6
-111.5635,41.1045,67.0,2.08,1990,1,1,6
-121.6115,36.9703333,8.0,0.7,1990,1,1,7
-117.843,36.419,42.0,1.66,1990,1,1,7
-118.8461667,37.664,19.0,1.11,1990,1,1,7
-179.361,-21.772,449.0,5.4,1990,1,1,7
-155.2658333,19.4188333,47.0,1.75,1990,1,1,7
-122.7918333,38.8191667,12.0,0.89,1990,1,1,7
-121.8716667,37.1158333,45.0,1.71,1990,1,1,8
-119.0456667,37.6291667,6.0,0.6,1990,1,1,8
-117.592,35.97,18.0,1.09,1990,1,1,8
-118.357,35.983,105.0,2.61,1990,1,1,8
-122.8301667,38.8348333,9.0,0.76,1990,1,1,8
-121.9853333,37.1401667,34.0,1.48,1990,1,1,8
-118.9,35.286,43.0,1.67,1990,1,1,8
-121.5236667,37.126,14.0,0.96,1990,1,1,9
140.568,36.417,354.0,4.8,1990,1,1,9
-116.499,33.151,10.0,0.82,1990,1,1,9
-123.8125,41.4235,42.0,1.65,1990,1,1,9
-121.7826667,37.0045,17.0,1.05,1990,1,1,9
-121.7746667,36.2815,57.0,1.92,1990,1,1,9
-179.922,-23.616,354.0,4.8,1990,1,1,9
-121.8085,37.0615,17.0,1.04,1990,1,1,9
-155.2398333,19.4276667,35.0,1.5,1990,1,1,10
-63.417,16.302,199.0,3.6,1990,1,1,10
-121.9753333,37.2551667,29.0,1.37,1990,1,1,11
-121.7828333,37.0026667,18.0,1.07,1990,1,1,11
-152.3117,60.247,62.0,2.0,1990,1,1,11
-121.0531667,36.4771667,35.0,1.5,1990,1,1,12
-152.465,60.234,44.0,1.7,1990,1,1,12
-122.796,38.812,12.0,0.87,1990,1,1,12
-121.7996667,37.001,114.0,2.72,1990,1,1,13
-120.8871667,36.772,27.0,1.32,1990,1,1,13
-122.8298333,38.8418333,5.0,0.56,1990,1,1,13
-121.3051667,36.6748333,31.0,1.43,1990,1,1,13
-117.723,33.856,45.0,1.71,1990,1,1,13
-121.1463333,36.5613333,11.0,0.86,1990,1,1,14
107.26,-9.412,340.0,4.7,1990,1,1,14
-121.5246667,36.8016667,75.0,2.21,1990,1,1,14
-121.5303333,36.8035,1.0,0.3,1990,1,1,14
-121.7956667,37.0013333,29.0,1.38,1990,1,1,14
-121.9656667,37.178,17.0,1.04,1990,1,1,14
161.387,-10.507,416.0,5.2,1990,1,1,14
-122.6525,38.4235,21.0,1.18,1990,1,1,15
-122.1965,46.2161667,2.0,0.4,1990,1,1,15
-122.318,46.4115,12.0,0.9,1990,1,1,15
125.242,-7.183,432.0,5.3,1990,1,1,16
-155.2411667,19.4168333,63.0,2.03,1990,1,1,16
-122.7681667,38.781,26.0,1.29,1990,1,1,16
-122.1868333,46.2006667,4.0,0.5,1990,1,1,16
-122.1915,46.2003333,1.0,0.2,1990,1,1,16
-115.8,32.557,69.0,2.12,1990,1,1,16
9.738,46.801,148.0,3.1,1990,1,1,16
-121.6986667,37.3286667,8.0,0.72,1990,1,1,16
-121.4846667,37.0361667,14.0,0.95,1990,1,1,16
173.77,50.37,326.0,4.6,1990,1,1,17
-122.18,46.1988333,1.0,0.3,1990,1,1,17
167.313,-19.151,432.0,5.3,1990,1,1,17
-150.5298,61.5407,56.0,1.9,1990,1,1,17
-72.995,6.83,432.0,5.3,1990,1,1,18
7.302,45.037,81.0,2.3,1990,1,1,18
-117.821,36.072,28.0,1.36,1990,1,1,18
-121.815,37.0948333,70.0,2.14,1990,1,1,18
8.112,44.415,44.0,1.7,1990,1,1,18
-122.236,46.2423333,12.0,0.9,1990,1,1,18
-149.5997,60.123,39.0,1.6,1990,1,1,19
-118.4311667,37.5523333,8.0,0.74,1990,1,1,19
-118.5605,37.488,15.0,0.99,1990,1,1,19
-118.3215,37.33,13.0,0.91,1990,1,1,19
7.452,44.322,44.0,1.7,1990,1,1,19
-122.1796667,46.2056667,0.0,0.0,1990,1,1,19
-150.8805,62.1715,50.0,1.8,1990,1,1,19
-122.1806667,46.2048333,1.0,0.3,1990,1,1,19
-122.7621667,38.8298333,36.0,1.54,1990,1,1,20
-122.921,38.783,28.0,1.35,1990,1,1,20
-122.7568333,38.7808333,12.0,0.88,1990,1,1,20
-118.3221667,37.3211667,26.0,1.29,1990,1,1,20
-119.118,35.072,48.0,1.76,1990,1,1,20
-121.4106667,36.836,17.0,1.05,1990,1,1,20
-121.6856667,36.9428333,41.0,1.64,1990,1,1,20
-155.9881667,20.4668333,131.0,2.92,1990,1,1,21
-121.2815,36.655,6.0,0.64,1990,1,1,21
-121.5238333,37.0876667,9.0,0.75,1990,1,1,21
-118.8368333,37.6638333,13.0,0.93,1990,1,1,22
-117.875,35.367,87.0,2.38,1990,1,1,22
-118.354,35.488,24.0,1.26,1990,1,1,22
-118.848,37.6653333,4.0,0.54,1990,1,1,22
-118.8695,37.5766667,15.0,0.98,1990,1,1,22
-115.805,32.561,169.0,3.31,1990,1,1,22
-115.803,32.546,95.0,2.48,1990,1,1,23
-115.807,32.549,116.0,2.74,1990,1,1,23
-118.67,38.313,148.0,3.1,1990,1,1,23
-121.815,37.0925,7.0,0.67,1990,1,1,23
-155.2148333,19.3161667,31.0,1.42,1990,1,1,23
-120.2678333,47.7491667,89.0,2.4,1990,1,1,23
-178.298,51.571,298.0,4.4,1990,1,1,23
-115.805,32.557,110.0,2.68,1990,1,1,23
7.173,44.366,39.0,1.6,1990,1,2,0
-110.3915,44.7603333,58.0,1.95,1990,1,2,0
-119.723,34.294,59.0,1.96,1990,1,2,0
-118.9141667,37.6425,12.0,0.88,1990,1,2,0
-120.9328333,36.3486667,15.0,0.98,1990,1,2,0
-122.7806667,38.804,19.0,1.11,1990,1,2,0
-155.193,19.3173333,31.0,1.42,1990,1,2,1
127.441,8.344,482.0,5.6,1990,1,2,1
-122.8256667,38.8418333,13.0,0.91,1990,1,2,1
-115.806,32.547,87.0,2.38,1990,1,2,2
-116.381,34.3,81.0,2.3,1990,1,2,2
-13.126,-21.771,340.0,4.7,1990,1,2,2
122.498,-11.701,259.0,4.1,1990,1,2,2
-122.8255,38.8281667,13.0,0.93,1990,1,2,2
-122.8235,38.8313333,13.0,0.91,1990,1,2,2
-122.8005,38.835,21.0,1.16,1990,1,2,2
-121.3221667,36.692,101.0,2.56,1990,1,2,3
-122.83,38.8375,23.0,1.23,1990,1,2,4
7.034,44.66,39.0,1.6,1990,1,2,4
-155.1101667,19.335,129.0,2.9,1990,1,2,4
146.32,-3.446,326.0,4.6,1990,1,2,4
-152.752,60.5087,56.0,1.9,1990,1,2,4
-121.248,36.6323333,4.0,0.53,1990,1,2,4
-121.9531667,37.184,20.0,1.13,1990,1,2,4
-150.961,60.616,68.0,2.1,1990,1,2,5
-121.1515,36.5626667,23.0,1.23,1990,1,2,5
-120.045,34.377,92.0,2.45,1990,1,2,5
-122.8151667,38.8176667,92.0,2.45,1990,1,2,5
-122.8185,38.8148333,23.0,1.21,1990,1,2,5
-119.139,34.569,56.0,1.9,1990,1,2,5
-155.2016667,19.3178333,191.0,3.52,1990,1,2,5
-149.6053,61.9678,26.0,1.3,1990,1,2,5
-122.706,38.7418333,40.0,1.62,1990,1,2,6
-118.8763333,37.673,29.0,1.37,1990,1,2,7
-118.8765,37.6721667,14.0,0.95,1990,1,2,7
169.323,-19.109,340.0,4.7,1990,1,2,7
-122.8115,38.8045,57.0,1.93,1990,1,2,7
-122.8111667,38.8053333,41.0,1.63,1990,1,2,7
-0.674,43.067,15.0,1.0,1990,1,2,7
-121.9566667,37.1916667,12.0,0.89,1990,1,2,7
166.073,-10.718,340.0,4.7,1990,1,2,7
-121.9516667,37.1826667,54.0,1.87,1990,1,2,7
-122.8743333,38.838,28.0,1.36,1990,1,2,7
-121.7916667,37.0673333,104.0,2.6,1990,1,2,8
-121.7978333,37.0618333,6.0,0.64,1990,1,2,8
-122.8111667,38.8206667,12.0,0.89,1990,1,2,8
-121.797,37.0655,11.0,0.86,1990,1,2,8
-116.815,33.92,81.0,2.3,1990,1,2,8
145.947,-3.433,400.0,5.1,1990,1,2,8
-121.7923333,37.0656667,78.0,2.25,1990,1,2,9
-121.7961667,37.0635,10.0,0.79,1990,1,2,9
-121.9731667,37.1283333,31.0,1.42,1990,1,2,9
-118.8448333,37.6675,3.0,0.47,1990,1,2,9
-121.794,37.0668333,21.0,1.16,1990,1,2,9
-122.112,46.6588333,39.0,1.6,1990,1,2,9
-122.7891667,38.8226667,12.0,0.89,1990,1,2,9
-116.77,33.653,204.0,3.64,1990,1,2,9
-121.5893333,36.9638333,20.0,1.14,1990,1,2,9
-122.803,38.8205,2.0,0.4,1990,1,2,10
-118.8676667,37.5765,17.0,1.04,1990,1,2,10
-122.8056667,38.8183333,2.0,0.4,1990,1,2,10
-116.772,33.654,49.0,1.79,1990,1,2,10
-122.6841667,45.9078333,12.0,0.9,1990,1,2,10
-117.891,36.198,30.0,1.39,1990,1,2,11
-121.2915,36.8328333,5.0,0.55,1990,1,2,11
-155.2708333,19.4011667,31.0,1.42,1990,1,2,11
-121.4788333,36.901,9.0,0.75,1990,1,2,11
-121.859,37.1086667,46.0,1.72,1990,1,2,11
-150.4555,63.1017,138.0,3.0,1990,1,2,11
-118.209,35.736,40.0,1.61,1990,1,2,11
-122.8081667,38.822,12.0,0.89,1990,1,2,12
-154.9316667,19.4475,58.0,1.95,1990,1,2,12
-146.3215,61.4942,104.0,2.6,1990,1,2,12
-122.1808333,46.2005,1.0,0.3,1990,1,2,12
-122.1848333,46.1996667,22.0,1.2,1990,1,2,12
-150.8655,61.8087,74.0,2.2,1990,1,2,12
-121.7568333,36.9973333,28.0,1.34,1990,1,2,13
-117.774,33.014,94.0,2.47,1990,1,2,13
-122.8013333,38.8215,42.0,1.66,1990,1,2,13
-0.771,42.888,22.0,1.2,1990,1,2,13
-122.8011667,38.8203333,43.0,1.67,1990,1,2,14
-119.7841667,38.7451667,103.0,2.59,1990,1,2,14
-122.7661667,38.7893333,38.0,1.58,1990,1,2,14
-155.1975,19.3206667,29.0,1.37,1990,1,2,14
-122.0786667,47.107,74.0,2.2,1990,1,2,14
-118.844,37.6628333,7.0,0.68,1990,1,2,14
-122.0775,47.1045,112.0,2.7,1990,1,2,14
-121.952,37.1861667,25.0,1.28,1990,1,2,15
127.305,7.991,298.0,4.4,1990,1,2,15
-121.6726667,36.9933333,12.0,0.87,1990,1,2,15
-117.923,36.56,79.0,2.26,1990,1,2,15
128.687,-2.849,340.0,4.7,1990,1,2,15
-122.0893333,37.3073333,10.0,0.79,1990,1,2,15
-115.799,32.569,35.0,1.5,1990,1,2,16
-121.4076667,36.8286667,41.0,1.63,1990,1,2,16
-121.4098333,36.831,35.0,1.51,1990,1,2,16
-120.089,34.429,35.0,1.5,1990,1,2,16
-156.517,19.5463333,118.0,2.77,1990,1,2,16
146.063,43.42,326.0,4.6,1990,1,2,16
-155.1848333,19.3203333,31.0,1.43,1990,1,2,16
6.989,44.288,56.0,1.9,1990,1,2,16
-121.6843333,36.9495,28.0,1.34,1990,1,2,16
-116.664,35.074,110.0,2.68,1990,1,2,16
-117.3,34.62,63.0,2.02,1990,1,2,17
-122.8005,38.8168333,9.0,0.75,1990,1,2,17
-116.406,33.281,19.0,1.11,1990,1,2,17
-118.8565,37.6616667,43.0,1.68,1990,1,2,17
-118.8586667,37.5578333,6.0,0.6,1990,1,2,17
-122.7798333,38.7948333,53.0,1.86,1990,1,2,17
-122.8763333,38.8343333,32.0,1.44,1990,1,2,17
-114.921,36.965,148.0,3.1,1990,1,2,17
-121.6715,37.2933333,8.0,0.71,1990,1,2,17
-116.808,33.696,96.0,2.5,1990,1,2,18
16.949,48.005,68.0,2.1,1990,1,2,18
-120.036,34.376,129.0,2.9,1990,1,2,18
-155.192,19.3228333,31.0,1.43,1990,1,2,19
-118.6676667,37.4556667,21.0,1.16,1990,1,2,19
-118.6631667,37.4595,23.0,1.22,1990,1,2,19
-117.12,34.63,49.0,1.79,1990,1,2,19
-121.5773333,37.1741667,12.0,0.9,1990,1,2,19
-117.858,36.067,42.0,1.66,1990,1,2,20
-82.969,35.093,68.0,2.1,1990,1,2,20
-120.055,34.368,39.0,1.6,1990,1,2,20
-118.6655,37.4581667,27.0,1.32,1990,1,2,20
144.439,13.408,518.0,5.8,1990,1,2,20
-118.4418333,37.5603333,10.0,0.8,1990,1,2,20
-122.328,40.7508333,80.0,2.28,1990,1,2,20
24.194,38.607,326.0,4.6,1990,1,2,20
-116.366,33.358,86.0,2.37,1990,1,2,20
7.14,44.355,44.0,1.7,1990,1,2,20
-72.522,-33.407,340.0,4.7,1990,1,2,20
-122.1743333,46.841,10.0,0.8,1990,1,2,21
-124.711,41.1281667,92.0,2.45,1990,1,2,21
-121.6396667,37.4923333,16.0,1.01,1990,1,2,21
-121.043,36.4695,10.0,0.82,1990,1,2,21
-121.5,41.6086667,92.0,2.45,1990,1,2,21
127.713,-2.55,449.0,5.4,1990,1,2,21
79.002,40.606,369.0,4.9,1990,1,2,21
27.21,36.118,199.0,3.6,1990,1,2,21
-117.37,34.188,15.0,1.0,1990,1,2,22
-111.397,46.227,211.0,3.7,1990,1,2,22
-118.8765,37.6358333,12.0,0.88,1990,1,2,22
-119.113,35.077,49.0,1.79,1990,1,2,22
7.146,44.349,44.0,1.7,1990,1,2,22
7.187,44.367,44.0,1.7,1990,1,2,22
-120.5995,36.0483333,54.0,1.87,1990,1,2,23
-121.8211667,37.0265,13.0,0.93,1990,1,2,23
-119.044,37.633,3.0,0.45,1990,1,2,23
25.651,36.596,298.0,4.4,1990,1,2,23
-122.1305,37.3701667,28.0,1.35,1990,1,2,23
-119.4163333,37.6786667,34.0,1.48,1990,1,2,23
-121.7951667,37.064,26.0,1.3,1990,1,2,23
-121.8383333,37.0798333,10.0,0.8,1990,1,3,0
-121.0868333,39.2985,72.0,2.16,1990,1,3,0
7.067,44.316,50.0,1.8,1990,1,3,0
-121.7975,37.0618333,7.0,0.67,1990,1,3,0
-149.7009,66.2711,68.0,2.1,1990,1,3,0
126.477,6.7,340.0,4.7,1990,1,3,0
-112.235,41.5948333,12.0,0.9,1990,1,3,0
-122.759,38.8021667,22.0,1.2,1990,1,3,1
25.91,33.575,234.0,3.9,1990,1,3,1
-121.1881667,36.5886667,22.0,1.19,1990,1,3,1
-122.7911667,38.826,25.0,1.28,1990,1,3,1
20.825,51.38,129.0,2.9,1990,1,3,1
-0.491,43.527,178.0,3.4,1990,1,3,1
-122.8053333,38.8203333,12.0,0.89,1990,1,3,2
-116.29,33.383,66.0,2.07,1990,1,3,2
-116.458,34.394,95.0,2.49,1990,1,3,2
-119.0345,37.6358333,2.0,0.39,1990,1,3,2
-119.0385,37.6385,18.0,1.09,1990,1,3,2
-119.0338333,37.635,26.0,1.29,1990,1,3,2
-119.0333333,37.6386667,21.0,1.17,1990,1,3,2
-119.035,37.6358333,0.0,-0.02,1990,1,3,2
-119.0361667,37.634,8.0,0.72,1990,1,3,2
-122.1861667,46.2055,10.0,0.8,1990,1,3,2
-118.9308333,37.6388333,17.0,1.04,1990,1,3,2
-118.8776667,37.5396667,38.0,1.58,1990,1,3,3
-118.563,35.286,101.0,2.56,1990,1,3,3
-121.9838333,37.1628333,13.0,0.91,1990,1,3,3
-155.2521667,19.416,52.0,1.84,1990,1,3,3
-119.3286667,47.8398333,74.0,2.2,1990,1,3,4
-81.817,37.024,62.0,2.0,1990,1,3,4
-150.3845,62.228,50.0,1.8,1990,1,3,4
-155.0761667,19.3038333,40.0,1.61,1990,1,3,4
-116.573,33.991,43.0,1.67,1990,1,3,4
-118.8118333,37.4591667,19.0,1.11,1990,1,3,5
-155.4871667,19.3495,51.0,1.82,1990,1,3,5
-121.9588333,37.1486667,26.0,1.29,1990,1,3,5
-121.6085,37.2143333,8.0,0.71,1990,1,3,6
-116.621,34.952,77.0,2.24,1990,1,3,6
-118.8548333,37.603,56.0,1.9,1990,1,3,6
-121.433,36.8535,10.0,0.79,1990,1,3,6
-116.729,34.011,69.0,2.12,1990,1,3,6
-121.8513333,37.1151667,14.0,0.97,1990,1,3,7
-121.7965,37.068,47.0,1.74,1990,1,3,7
-118.6651667,37.4556667,47.0,1.75,1990,1,3,7
-155.4945,19.4291667,62.0,2.01,1990,1,3,8
-111.0046667,39.1436667,51.0,1.82,1990,1,3,8
48.303,42.243,369.0,4.9,1990,1,3,8
141.272,35.457,284.0,4.3,1990,1,3,8
-155.5026667,19.4521667,37.0,1.55,1990,1,3,9
-116.456,33.489,72.0,2.16,1990,1,3,9
-122.8291667,38.8411667,23.0,1.22,1990,1,3,9
22.531,38.759,158.0,3.2,1990,1,3,9
-151.2153,63.8432,68.0,2.1,1990,1,3,10
-121.6828333,36.9436667,10.0,0.81,1990,1,3,10
-116.398,33.377,12.0,0.87,1990,1,3,11
-154.8803,58.8027,112.0,2.7,1990,1,3,11
-155.1951667,19.3113333,70.0,2.13,1990,1,3,11
-121.8111667,37.0386667,44.0,1.7,1990,1,3,11
-118.931,34.544,116.0,2.74,1990,1,3,11
-116.458,34.392,48.0,1.76,1990,1,3,11
-116.374,33.256,8.0,0.7,1990,1,3,11
-123.115,38.9648333,28.0,1.35,1990,1,3,11
-116.375,33.255,194.0,3.55,1990,1,3,11
-116.375,33.255,14.0,0.96,1990,1,3,12
-155.9673333,19.566,53.0,1.85,1990,1,3,12
-121.6268333,36.8608333,8.0,0.74,1990,1,3,12
-116.046,33.238,13.0,0.91,1990,1,3,12
-116.376,33.255,68.0,2.11,1990,1,3,12
-121.598,37.3285,9.0,0.76,1990,1,3,13
-147.3733,59.9107,62.0,2.0,1990,1,3,13
-121.309,36.6778333,8.0,0.73,1990,1,3,13
-121.4751667,37.0171667,17.0,1.05,1990,1,3,13
-118.8671667,37.538,26.0,1.31,1990,1,3,13
-121.8521667,37.5411667,31.0,1.41,1990,1,3,13
-122.8108333,38.8185,12.0,0.89,1990,1,3,15
-122.8115,38.8183333,12.0,0.89,1990,1,3,15
-125.0568333,40.6016667,86.0,2.37,1990,1,3,15
-121.3473333,36.7016667,6.0,0.62,1990,1,3,15
-116.23,32.981,67.0,2.08,1990,1,3,15
-121.799,37.0673333,12.0,0.87,1990,1,3,15
152.917,-6.539,259.0,4.1,1990,1,3,16
-121.3145,36.73,19.0,1.12,1990,1,3,16
-121.3163333,36.7296667,32.0,1.45,1990,1,3,16
-121.3171667,36.7298333,26.0,1.3,1990,1,3,16
-155.194,19.334,56.0,1.9,1990,1,3,16
-121.3176667,36.7288333,26.0,1.3,1990,1,3,16
-122.8346667,38.8176667,26.0,1.29,1990,1,3,16
-121.32,36.7293333,46.0,1.72,1990,1,3,16
-118.21,35.224,81.0,2.29,1990,1,3,16
-120.4346667,37.9368333,25.0,1.27,1990,1,3,17
-121.3136667,36.7315,5.0,0.59,1990,1,3,17
-122.5566667,47.5966667,50.0,1.8,1990,1,3,17
-121.3973333,36.7698333,14.0,0.95,1990,1,3,18
-117.3,34.62,58.0,1.95,1990,1,3,18
-122.1055,37.3421667,57.0,1.92,1990,1,3,18
-121.8005,37.1261667,10.0,0.79,1990,1,3,18
-122.8266667,38.8161667,68.0,2.11,1990,1,3,18
-121.8508333,37.5411667,57.0,1.92,1990,1,3,18
-118.8575,37.5666667,6.0,0.65,1990,1,3,19
-155.1398333,19.3281667,49.0,1.78,1990,1,3,19
148.408,-5.114,222.0,3.8,1990,1,3,19
-117.274,33.68,40.0,1.61,1990,1,3,20
-120.702,37.9531667,31.0,1.42,1990,1,3,20
-118.8585,37.5483333,3.0,0.46,1990,1,3,20
-116.373,33.254,16.0,1.02,1990,1,3,20
-117.5,33.85,67.0,2.08,1990,1,3,21
-120.4156667,38.0716667,33.0,1.47,1990,1,3,21
-155.2866667,19.3843333,81.0,2.29,1990,1,3,21
-118.214,35.221,95.0,2.49,1990,1,3,21
-116.376,33.255,67.0,2.09,1990,1,3,21
-120.5665,36.0125,26.0,1.29,1990,1,3,21
-121.6893333,36.9971667,41.0,1.63,1990,1,3,21
115.556,-12.555,312.0,4.5,1990,1,3,21
-120.574,36.0126667,9.0,0.77,1990,1,3,21
176.195,-37.837,148.0,3.1,1990,1,3,21
-122.809,38.8176667,12.0,0.89,1990,1,3,22
-122.7763333,38.8303333,12.0,0.88,1990,1,3,22
-122.1388333,37.2146667,36.0,1.54,1990,1,3,22
-121.5943333,36.7488333,73.0,2.18,1990,1,3,22
-122.1845,46.201,68.0,2.1,1990,1,3,22
-122.1855,46.2005,26.0,1.3,1990,1,3,22
-122.0348333,37.242,49.0,1.79,1990,1,3,22
-121.3138333,36.7303333,14.0,0.95,1990,1,3,23
-146.6215,61.5075,68.0,2.1,1990,1,3,23
-121.0521667,36.4758333,10.0,0.81,1990,1,3,23
-119.111,35.086,44.0,1.7,1990,1,3,23
-121.8606667,37.0616667,21.0,1.17,1990,1,3,23
-118.7798333,37.4746667,98.0,2.53,1990,1,4,0
-115.835,33.002,39.0,1.6,1990,1,4,0
7.044,44.316,56.0,1.9,1990,1,4,1
-122.7555,38.7865,17.0,1.05,1990,1,4,1
-122.8313333,38.8216667,21.0,1.16,1990,1,4,1
-121.8903333,37.0706667,27.0,1.32,1990,1,4,1
-122.008,37.158,14.0,0.94,1990,1,4,1
-150.8462,62.0983,56.0,1.9,1990,1,4,1
-121.1408333,36.5521667,26.0,1.31,1990,1,4,2
-121.703,36.9891667,54.0,1.87,1990,1,4,2
-121.1901667,36.7175,8.0,0.71,1990,1,4,2
7.18,45.949,104.0,2.6,1990,1,4,2
-122.1906667,46.2026667,22.0,1.2,1990,1,4,2
-122.8236667,38.8333333,14.0,0.95,1990,1,4,2
-122.825,38.8286667,20.0,1.14,1990,1,4,2
142.315,-3.629,246.0,4.0,1990,1,4,3
-121.98,37.1458333,19.0,1.1,1990,1,4,3
-118.498,34.275,32.0,1.44,1990,1,4,3
82.567,36.479,312.0,4.5,1990,1,4,4
-121.9113333,37.1213333,20.0,1.13,1990,1,4,4
-122.1883333,46.1976667,8.0,0.7,1990,1,4,4
-121.1463333,36.594,33.0,1.47,1990,1,4,5
-118.5698333,37.4445,13.0,0.93,1990,1,4,5
-150.8593,61.149,104.0,2.6,1990,1,4,5
-121.7315,36.9775,13.0,0.92,1990,1,4,5
-172.85,-15.397,650.0,6.5,1990,1,4,5
-121.6476667,36.9746667,13.0,0.91,1990,1,4,5
-119.0073333,37.6631667,4.0,0.54,1990,1,4,6
-115.941,47.463,112.0,2.7,1990,1,4,6
-122.8105,38.8,23.0,1.22,1990,1,4,6
-122.186,38.3695,13.0,0.93,1990,1,4,6
-121.9116667,46.844,4.0,0.5,1990,1,4,6
-121.6126667,36.9715,31.0,1.42,1990,1,4,6
-110.7693333,44.2426667,53.0,1.86,1990,1,4,6
-121.4775,37.0183333,14.0,0.96,1990,1,4,7
-116.312,33.33,54.0,1.88,1990,1,4,7
-119.091,35.048,54.0,1.87,1990,1,4,7
-121.4783333,37.015,19.0,1.11,1990,1,4,7
-118.9473333,37.65,3.0,0.47,1990,1,4,8
-116.372,33.259,8.0,0.71,1990,1,4,8
-122.9463333,39.4941667,30.0,1.4,1990,1,4,9
-150.0283,61.0872,56.0,1.9,1990,1,4,9
-121.4738333,36.7721667,19.0,1.1,1990,1,4,9
-121.3208333,36.8038333,8.0,0.72,1990,1,4,10
-121.8278333,37.0506667,12.0,0.9,1990,1,4,10
-155.1315,19.3241667,50.0,1.8,1990,1,4,10
-121.1011667,36.5361667,43.0,1.68,1990,1,4,10
-121.4225,36.7488333,15.0,0.99,1990,1,4,11
-121.4198333,36.7485,10.0,0.8,1990,1,4,11
153.317,-6.556,284.0,4.3,1990,1,4,11
-121.4225,36.796,16.0,1.01,1990,1,4,11
-155.5153333,19.4316667,39.0,1.59,1990,1,4,11
-121.315,36.7278333,6.0,0.63,1990,1,4,11
-122.1826667,46.202,6.0,0.6,1990,1,4,12
141.408,36.342,298.0,4.4,1990,1,4,12
-155.2225,19.3391667,20.0,1.14,1990,1,4,12
-121.5328333,36.9381667,12.0,0.87,1990,1,4,12
-122.8706667,38.8271667,68.0,2.1,1990,1,4,12
-119.028,37.6355,4.0,0.48,1990,1,4,12
-121.2811667,36.76,8.0,0.73,1990,1,4,12
-115.809,32.551,82.0,2.31,1990,1,4,12
-151.677,60.2305,39.0,1.6,1990,1,4,12
131.545,-3.906,284.0,4.3,1990,1,4,12
121.909,24.196,271.0,4.2,1990,1,4,13
-118.9938333,37.6195,7.0,0.67,1990,1,4,13
-155.1908333,19.3275,54.0,1.88,1990,1,4,13
-122.8016667,38.8083333,20.0,1.15,1990,1,4,13
-150.4098,57.719,284.0,4.3,1990,1,4,13
-121.0851667,39.2996667,45.0,1.71,1990,1,4,13
-118.3668333,34.0275,22.0,1.2,1990,1,4,13
-122.805,38.8396667,7.0,0.66,1990,1,4,13
-149.5182,60.3632,56.0,1.9,1990,1,4,13
-121.3173333,36.6846667,8.0,0.73,1990,1,4,13
